,time,Backbone,C-alphas,Protein
0,0.0,1.2177839423639254e-06,4.1687983462518315e-07,4.2699291236337757e-07
1,1.0000000328495406,0.6927925705296518,0.6717937792671503,0.9463128318520135
2,2.0000000656990813,0.7970757851782443,0.783768412966391,1.0971653329826545
3,3.0000000985486217,0.7284387600343349,0.7149583771165197,1.1128300328200647
4,4.000000131398163,0.7242057000232146,0.7123216667744376,1.1117247059012072
5,5.000000164247703,0.8145457357346769,0.7947188707332279,1.1550571299189498
6,6.000000197097243,0.8235943059415889,0.8042112180546994,1.2226791580903422
7,7.000000229946784,1.0002337358289928,0.9818859753807057,1.3678138509030975
8,8.000000262796325,0.9627160607597373,0.9510068809026643,1.3338161869906724
9,9.000000295645865,0.8989547692771341,0.8792368138590534,1.302324243284384
10,10.000000328495407,0.8742483825765988,0.85711365277088,1.3108524622552318
11,11.000000361344947,0.9458818162096687,0.9362595754345377,1.3906173998073508
12,12.000000394194487,0.9721400766625251,0.965515769622206,1.4004701587872772
13,13.000000427044029,0.9483716718424648,0.9432828104285518,1.4066131351340212
14,14.000000459893569,1.003262672278109,0.9920322680490612,1.4264542610956954
15,15.00000049274311,0.9151479424383295,0.9027683189722916,1.4021646854768568
16,16.00000052559265,0.9277160543974011,0.9157036265651195,1.3819145253352543
17,17.000000558442192,1.0136896045500383,0.9903961160528313,1.4310397169957534
18,18.00000059129173,1.0559020678596978,1.0350414024421346,1.504322836422322
19,19.000000624141272,0.9518551140526536,0.9278353158126215,1.42813773265822
20,20.000000656990814,0.969751876464886,0.9372065559588835,1.436406457027138
21,21.000000689840352,0.9636173007650038,0.9356740248882376,1.4491202243202355
22,22.000000722689894,0.9846275698857826,0.963036665892029,1.495792171354144
23,23.000000755539435,1.0199299268985331,1.0005232828424309,1.5347005605500035
24,24.000000788388974,0.9821508372090619,0.9627294018952437,1.5107130517937475
25,25.000000821238515,0.9649914351954698,0.9465125127935861,1.4498608240367266
26,26.000000854088057,0.9561696801818894,0.9309110696528704,1.4494712502668297
27,27.0000008869376,1.0456433716727718,1.022184737618572,1.5215013228183336
28,28.000000919787137,1.083582812294347,1.0659649566286014,1.5518603056861398
29,29.00000095263668,1.1421724035252394,1.1188034712484136,1.6135715170357885
30,30.00000098548622,1.122184813397959,1.1004685435135688,1.590379033952867
31,31.00000101833576,1.1516525419765138,1.1369827136895145,1.623030182403016
32,32.0000010511853,1.1515423461901302,1.1352983787183313,1.6120729590814356
33,33.00000108403484,1.0846223354555855,1.0684517864797713,1.5578966523053364
34,34.000001116884384,0.9881558255437132,0.964937829720221,1.5042920665074366
35,35.000001149733926,0.9682329873714267,0.9452397250649911,1.5025999363528688
36,36.00000118258346,1.0039898636118947,0.9770397249327436,1.5071281485939216
37,37.000001215433,0.9330257207753028,0.9127613906988697,1.4316678028525136
38,38.000001248282544,0.9885776897958793,0.9591612804459246,1.4946900748830507
