,time,Backbone,C-alphas,Protein
0,0.0,1.2177839423639254e-06,0.0,0.0
1,1.0000000328495406,0.69710255947041,0.6701167803265322,0.937309195744294
2,2.0000000656990813,0.7526822495317996,0.7209500950112218,1.0607701913562948
3,3.0000000985486217,0.8064491719600095,0.775924809392956,1.1723352949261254
4,4.000000131398163,0.9971067542198206,0.9737479207198538,1.3134981298422246
5,5.000000164247703,1.0548793039850175,1.0339255413836994,1.37602518991117
6,6.000000197097243,1.0511304210459675,1.0341943592296263,1.375844983725335
7,7.000000229946784,0.9836841503261404,0.9622145992615763,1.3381146363374483
8,8.000000262796325,0.8996256670130004,0.8749286799860242,1.2839038469163708
9,9.000000295645865,0.916921103865312,0.8945722542350252,1.3262825852415832
10,10.000000328495407,0.9135823125178112,0.8942848867071685,1.3274634914598147
11,11.000000361344947,0.9250424941715857,0.9104239889488022,1.3499010015623456
12,12.000000394194487,0.8356693370393831,0.8175732485505411,1.2574081478209094
13,13.000000427044029,0.8700957106416004,0.8542581127571401,1.281707634998451
14,14.000000459893569,0.9987116774018131,0.9753031454066381,1.3887236130019074
15,15.00000049274311,0.9632581659323729,0.9453320103327256,1.3588795087054888
16,16.00000052559265,1.009593705227595,0.9893170997898343,1.397061979307662
17,17.000000558442192,0.9688637375382488,0.9543086667621188,1.3566477090091702
18,18.00000059129173,1.173274731949154,1.1583748341412436,1.5392802652097846
19,19.000000624141272,1.0704364424302586,1.0482420915318307,1.4575115533709717
20,20.000000656990814,1.1579361900460536,1.1388538329077034,1.5359557969123705
21,21.000000689840352,1.104582249717317,1.0859644011112048,1.5051454286798347
22,22.000000722689894,1.1381957214562242,1.1149553300442159,1.5270456582740983
23,23.000000755539435,1.1005681554938713,1.078327215990549,1.5012313744354897
24,24.000000788388974,1.1700738608527008,1.1510873426503223,1.5688063252608866
25,25.000000821238515,1.158747676579259,1.1468581326186096,1.5872900898965006
26,26.000000854088057,1.1910080793037081,1.1765173838466911,1.6140247985933858
27,27.0000008869376,1.1480773713485832,1.1374280808671413,1.5854619770394225
28,28.000000919787137,1.0631957817069007,1.0514078101361368,1.519647584934696
29,29.00000095263668,1.034920241816622,1.0254303104817515,1.506579381027117
30,30.00000098548622,1.1554982894013623,1.141347201829285,1.5909520105705046
31,31.00000101833576,1.147292771582338,1.1360069015684235,1.5623313126924057
32,32.0000010511853,1.0220324608067295,1.0124190324584843,1.4776908272952285
33,33.00000108403484,1.1973008393387574,1.182796377949887,1.6284864849903133
34,34.000001116884384,1.1326054976615083,1.1241709192506142,1.582566398226574
35,35.000001149733926,1.1152746864109846,1.1023890422526763,1.5563355158505459
36,36.00000118258346,1.1643154656305836,1.1511295239625479,1.5925592019970938
37,37.000001215433,1.0252897530096607,1.0138634259552861,1.503629309389795
38,38.000001248282544,1.1058349355958774,1.0898413777628666,1.573605851675365
